FL_DATE,AIRLINE,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,CANCELLED,DISTANCE
2021-04-30,Southwest Airlines Co.,ORD,DAL,-5.0,-40.0,0,798.0
2019-09-03,United Air Lines Inc.,DEN,MCO,0.0,0.0,1,1546.0
2022-05-07,JetBlue Airways,BOS,TPA,-3.0,-24.0,0,1185.0
2022-01-02,United Air Lines Inc.,SFO,EWR,32.0,7.0,0,2565.0
2023-02-05,American Airlines Inc.,DEN,CLT,69.0,66.0,0,1337.0
2021-11-20,Envoy Air,CVG,DFW,9.0,-7.0,0,812.0
2020-07-15,SkyWest Airlines Inc.,IAH,MEI,-10.0,-21.0,0,422.0
2023-08-04,Southwest Airlines Co.,SJC,LGB,0.0,12.0,0,324.0
2019-01-14,Delta Air Lines Inc.,SLC,JFK,11.0,31.0,0,1990.0
2021-09-19,Spirit Air Lines,ATL,LAX,-3.0,-14.0,0,1947.0
2021-03-03,SkyWest Airlines Inc.,DEN,BIL,-8.0,-24.0,0,455.0
2022-05-22,United Air Lines Inc.,MCI,ORD,34.0,16.0,0,403.0
2022-09-19,Endeavor Air Inc.,RDU,LGA,66.0,69.0,0,431.0
2022-05-06,Endeavor Air Inc.,RIC,LGA,31.0,24.0,0,292.0
2019-05-28,Southwest Airlines Co.,CLT,HOU,0.0,0.0,1,920.0
2019-12-02,Southwest Airlines Co.,OAK,SAN,43.0,34.0,0,446.0
2021-10-08,Southwest Airlines Co.,DAL,LAS,-1.0,-8.0,0,1067.0
2019-01-21,Mesa Airlines Inc.,CLT,IAD,-7.0,-7.0,0,322.0
2023-07-23,JetBlue Airways,DCA,MCO,58.0,54.0,0,759.0
2021-05-26,Delta Air Lines Inc.,LAX,JFK,71.0,63.0,0,2475.0
2019-12-31,American Airlines Inc.,CLT,BUF,-5.0,-15.0,0,546.0
2020-12-27,SkyWest Airlines Inc.,DEN,ICT,-10.0,-11.0,0,420.0
2019-05-03,American Airlines Inc.,JFK,PHX,1.0,-20.0,0,2153.0
2022-03-14,JetBlue Airways,FLL,JFK,-1.0,-6.0,0,1069.0
2023-06-17,Southwest Airlines Co.,MSY,HOU,-2.0,-10.0,0,302.0
2021-10-07,Southwest Airlines Co.,SLC,PHX,20.0,19.0,0,507.0
2021-04-07,Horizon Air,LAX,EUG,0.0,-7.0,0,748.0
2020-08-31,Southwest Airlines Co.,SLC,LAS,-4.0,-20.0,0,368.0
2023-08-28,American Airlines Inc.,OKC,DCA,28.0,28.0,0,1158.0
2021-07-09,SkyWest Airlines Inc.,SLC,SGU,104.0,98.0,0,272.0
2020-01-11,Southwest Airlines Co.,LAX,DEN,-5.0,-14.0,0,862.0
2021-03-08,Southwest Airlines Co.,LIH,HNL,1.0,0.0,0,102.0
2019-03-27,SkyWest Airlines Inc.,LAX,SAN,-3.0,-7.0,0,109.0
2020-12-14,American Airlines Inc.,TPA,CLT,-5.0,-6.0,0,507.0
2023-03-10,Southwest Airlines Co.,MDW,BDL,24.0,19.0,0,776.0
2019-05-28,American Airlines Inc.,BOS,CLT,-7.0,-12.0,0,728.0
2019-11-22,United Air Lines Inc.,SFO,EWR,-4.0,-5.0,0,2565.0
2019-04-30,Mesa Airlines Inc.,PHX,MRY,-6.0,-17.0,0,598.0
2019-01-07,United Air Lines Inc.,PDX,DEN,71.0,54.0,0,991.0
2019-08-17,Hawaiian Airlines Inc.,LIH,HNL,-8.0,-10.0,0,102.0
2021-04-09,Republic Airline,ORF,EWR,-9.0,-12.0,0,284.0
2021-04-30,Southwest Airlines Co.,OAK,LAS,1.0,-3.0,0,407.0
2023-02-24,United Air Lines Inc.,DCA,ORD,-6.0,-6.0,0,612.0
2020-09-04,Southwest Airlines Co.,DAL,PNS,-2.0,-12.0,0,592.0
2022-04-19,Horizon Air,SEA,ICT,4.0,-4.0,0,1430.0
2019-10-26,Frontier Airlines Inc.,DEN,MCO,0.0,1.0,0,1546.0
2022-12-02,Republic Airline,EWR,IND,-4.0,-20.0,0,645.0
2020-07-17,Delta Air Lines Inc.,SLC,ONT,-6.0,1.0,0,558.0
2023-02-23,Spirit Air Lines,LAS,PDX,0.0,0.0,1,763.0
2022-11-14,Southwest Airlines Co.,PHX,SAT,8.0,-1.0,0,843.0
2019-07-15,Mesa Airlines Inc.,PNS,DFW,-10.0,-24.0,0,604.0
2019-01-26,United Air Lines Inc.,SNA,ORD,-3.0,13.0,0,1726.0
2019-04-02,Mesa Airlines Inc.,ELP,PHX,-6.0,-6.0,0,347.0
2021-06-07,SkyWest Airlines Inc.,SEA,SMF,-4.0,8.0,0,605.0
2021-08-21,United Air Lines Inc.,SFO,LAS,-1.0,-5.0,0,414.0
2019-09-20,Delta Air Lines Inc.,SLC,BOS,-7.0,-23.0,0,2105.0
2022-06-10,Republic Airline,CMH,LGA,-6.0,-2.0,0,479.0
2022-07-26,Southwest Airlines Co.,SFO,SAN,-3.0,-5.0,0,447.0
2023-01-03,Delta Air Lines Inc.,ATL,DFW,-4.0,3.0,0,731.0
2019-03-07,SkyWest Airlines Inc.,BOI,DEN,-7.0,-20.0,0,649.0
2023-07-13,United Air Lines Inc.,RDM,SFO,-9.0,-14.0,0,462.0
2019-05-02,SkyWest Airlines Inc.,PHX,ROW,-10.0,20.0,0,433.0
2022-12-21,Southwest Airlines Co.,BNA,MDW,-4.0,-12.0,0,395.0
2021-07-30,Southwest Airlines Co.,MYR,ATL,13.0,34.0,0,317.0
2022-09-11,Envoy Air,ORD,LIT,69.0,83.0,0,552.0
2019-02-08,American Airlines Inc.,DFW,AUS,-4.0,-1.0,0,190.0
2022-08-20,Frontier Airlines Inc.,MCO,DEN,30.0,20.0,0,1546.0
2022-12-21,United Air Lines Inc.,IAH,DEN,30.0,27.0,0,862.0
2021-06-30,PSA Airlines Inc.,PHL,JAX,0.0,38.0,0,742.0
2022-08-04,United Air Lines Inc.,RNO,DEN,3.0,-8.0,0,804.0
2020-12-04,Delta Air Lines Inc.,PIT,ATL,-10.0,7.0,0,526.0
2019-02-27,SkyWest Airlines Inc.,ORD,FWA,58.0,66.0,0,157.0
2022-03-25,JetBlue Airways,BOS,PHX,-7.0,0.0,0,2300.0
2023-07-01,Republic Airline,LGA,CMH,126.0,112.0,0,479.0
2023-08-24,Delta Air Lines Inc.,DTW,MCI,40.0,32.0,0,629.0
2019-08-04,Frontier Airlines Inc.,COS,MSP,8.0,-4.0,0,725.0
2019-11-15,Southwest Airlines Co.,SLC,OAK,-5.0,-28.0,0,588.0
2023-03-01,SkyWest Airlines Inc.,SLC,DEN,-4.0,18.0,0,391.0
2019-02-04,Southwest Airlines Co.,DEN,PDX,0.0,-7.0,0,991.0
2019-02-12,Frontier Airlines Inc.,JAX,ORD,172.0,142.0,0,864.0
2022-07-06,Frontier Airlines Inc.,TTN,MCO,-9.0,-21.0,0,896.0
2021-11-04,JetBlue Airways,MCO,BOS,-11.0,-33.0,0,1121.0
2019-09-16,United Air Lines Inc.,ORD,DLH,0.0,0.0,1,397.0
2022-08-13,American Airlines Inc.,MIA,PIT,20.0,25.0,0,1013.0
2020-04-18,United Air Lines Inc.,OKC,DEN,0.0,0.0,1,495.0
2020-03-15,PSA Airlines Inc.,CLT,SAV,-7.0,-2.0,0,213.0
2020-12-22,SkyWest Airlines Inc.,MOT,DEN,-2.0,7.0,0,604.0
2022-12-30,JetBlue Airways,DEN,LGA,-8.0,-30.0,0,1620.0
2021-06-16,United Air Lines Inc.,IAH,SFO,4.0,-4.0,0,1635.0
2020-03-25,SkyWest Airlines Inc.,LAX,SAT,-5.0,-32.0,0,1211.0
2019-10-08,American Airlines Inc.,PHX,LAS,12.0,18.0,0,255.0
2019-02-17,Endeavor Air Inc.,LGA,ROC,17.0,6.0,0,254.0
2023-07-15,Delta Air Lines Inc.,ORD,DTW,10.0,-2.0,0,235.0
2022-10-30,JetBlue Airways,PBI,JFK,-14.0,-24.0,0,1028.0
2019-05-08,SkyWest Airlines Inc.,CLE,ORD,-6.0,-2.0,0,315.0
2019-07-12,Southwest Airlines Co.,SJC,BUR,0.0,-6.0,0,296.0
2020-12-14,United Air Lines Inc.,IAH,PDX,-4.0,-10.0,0,1825.0
2023-06-04,SkyWest Airlines Inc.,SEA,PDX,-2.0,11.0,0,129.0
2023-04-14,Southwest Airlines Co.,LAS,LIH,-10.0,-17.0,0,2818.0
2021-05-10,JetBlue Airways,BOS,CLT,-8.0,-14.0,0,728.0
2020-03-21,Southwest Airlines Co.,TPA,MKE,-3.0,-6.0,0,1075.0
2023-04-10,United Air Lines Inc.,IAH,ATL,13.0,0.0,0,689.0
2023-05-10,SkyWest Airlines Inc.,LAX,TUS,-5.0,-11.0,0,451.0
2021-08-23,Southwest Airlines Co.,BWI,JAN,-1.0,8.0,0,888.0
2019-05-03,SkyWest Airlines Inc.,BNA,LGA,-4.0,-17.0,0,764.0
2019-09-29,Southwest Airlines Co.,BWI,MCO,4.0,-1.0,0,787.0
2022-09-08,Delta Air Lines Inc.,ATL,LAS,-1.0,-24.0,0,1747.0
2021-06-09,Envoy Air,ORD,MCI,-2.0,-18.0,0,403.0
2022-04-14,Mesa Airlines Inc.,TLH,DFW,-6.0,-1.0,0,767.0
2020-12-08,American Airlines Inc.,LAS,CLT,-10.0,7.0,0,1916.0
2020-08-15,Delta Air Lines Inc.,ATL,SEA,-5.0,-18.0,0,2182.0
2021-07-11,Southwest Airlines Co.,BHM,MCO,-2.0,-12.0,0,479.0
2021-12-18,Endeavor Air Inc.,JFK,BUF,-3.0,-18.0,0,301.0
2020-06-12,American Airlines Inc.,CLT,SFO,42.0,40.0,0,2296.0
2022-08-12,United Air Lines Inc.,ORD,EWR,-5.0,-11.0,0,719.0
2019-11-05,PSA Airlines Inc.,CLT,ILM,51.0,43.0,0,185.0
2021-03-03,Hawaiian Airlines Inc.,HNL,OGG,-4.0,-5.0,0,100.0
2021-10-27,United Air Lines Inc.,IAH,HNL,64.0,74.0,0,3904.0
2019-05-22,American Airlines Inc.,ORD,IND,7.0,-4.0,0,177.0
2019-05-10,Mesa Airlines Inc.,IAH,CMH,37.0,43.0,0,986.0
2020-03-27,United Air Lines Inc.,ORD,LAX,0.0,0.0,1,1744.0
2020-01-06,SkyWest Airlines Inc.,SBA,LAX,-8.0,-26.0,0,89.0
2020-10-22,Delta Air Lines Inc.,JAX,ATL,-8.0,-6.0,0,270.0
2022-04-09,Southwest Airlines Co.,MKE,BNA,37.0,27.0,0,475.0
2020-01-09,Republic Airline,LGA,MSN,0.0,29.0,0,812.0
2020-04-06,Southwest Airlines Co.,STL,ATL,0.0,0.0,1,484.0
2023-04-09,United Air Lines Inc.,OGG,SFO,4.0,-6.0,0,2338.0
2019-05-24,Endeavor Air Inc.,ATL,HPN,-3.0,6.0,0,780.0
2020-02-23,American Airlines Inc.,MEM,DFW,-6.0,-22.0,0,431.0
2021-06-19,American Airlines Inc.,CLT,DCA,-3.0,-9.0,0,331.0
2020-06-24,American Airlines Inc.,SNA,DFW,-8.0,-21.0,0,1205.0
2022-12-17,Envoy Air,PIA,ORD,5.0,-2.0,0,130.0
2019-08-05,United Air Lines Inc.,EWR,LAS,7.0,-2.0,0,2227.0
2020-03-03,Envoy Air,MIA,GSP,-7.0,-19.0,0,637.0
2023-05-06,Southwest Airlines Co.,LAS,FAT,-3.0,-13.0,0,259.0
2021-04-30,JetBlue Airways,RSW,BOS,4.0,-9.0,0,1249.0
2021-12-18,Southwest Airlines Co.,PNS,STL,6.0,-13.0,0,598.0
2023-02-27,Envoy Air,MIA,CVG,-2.0,-3.0,0,948.0
2020-01-07,Delta Air Lines Inc.,ATL,OKC,-2.0,-7.0,0,761.0
2023-06-16,Southwest Airlines Co.,PHX,OGG,-2.0,-11.0,0,2845.0
2023-07-23,Delta Air Lines Inc.,ATL,JAN,24.0,14.0,0,341.0
2023-08-05,SkyWest Airlines Inc.,ELP,LAX,1.0,-7.0,0,715.0
2019-12-30,Spirit Air Lines,DFW,LAX,30.0,19.0,0,1235.0
2020-08-31,Southwest Airlines Co.,SAN,LAS,-2.0,-11.0,0,258.0
2020-04-20,SkyWest Airlines Inc.,TVC,ORD,0.0,0.0,1,224.0
2019-05-03,American Airlines Inc.,PHX,DFW,5.0,14.0,0,868.0
2020-09-01,Southwest Airlines Co.,DEN,OKC,-2.0,-8.0,0,495.0
2021-03-22,Horizon Air,PSC,SEA,-8.0,-19.0,0,172.0
2021-02-21,PSA Airlines Inc.,VPS,CLT,-6.0,-11.0,0,460.0
2022-09-30,PSA Airlines Inc.,PHL,MKE,-6.0,-4.0,0,690.0
2019-09-09,American Airlines Inc.,DFW,MCO,-3.0,-1.0,0,985.0
2022-01-01,Southwest Airlines Co.,LAS,MCI,20.0,13.0,0,1139.0
2021-01-12,United Air Lines Inc.,SFO,SAN,-8.0,-15.0,0,447.0
2019-03-19,SkyWest Airlines Inc.,DFW,SRQ,-6.0,-17.0,0,945.0
2019-06-10,Delta Air Lines Inc.,ATL,LAX,-3.0,-12.0,0,1947.0
2022-01-27,Endeavor Air Inc.,DSM,LGA,-9.0,-36.0,0,1031.0
2023-02-19,SkyWest Airlines Inc.,HIB,MSP,-9.0,-42.0,0,174.0
2021-11-06,United Air Lines Inc.,RSW,DEN,-4.0,-18.0,0,1607.0
2022-12-07,SkyWest Airlines Inc.,ELP,LAX,-14.0,-23.0,0,715.0
2022-09-28,American Airlines Inc.,RSW,CLT,0.0,0.0,1,600.0
2023-02-25,Allegiant Air,PVU,AZA,6.0,20.0,0,477.0
2021-12-05,Southwest Airlines Co.,MEM,ATL,-1.0,-22.0,0,332.0
2019-12-10,SkyWest Airlines Inc.,DEN,OMA,-12.0,-11.0,0,472.0
2022-07-11,Alaska Airlines Inc.,MCI,SEA,-10.0,-16.0,0,1489.0
2021-12-27,Frontier Airlines Inc.,CVG,LAS,72.0,102.0,0,1678.0
2023-04-10,American Airlines Inc.,DFW,JAX,-4.0,-24.0,0,918.0
2022-12-28,Southwest Airlines Co.,ICT,DEN,0.0,0.0,1,420.0
2022-12-30,American Airlines Inc.,BOS,DCA,-4.0,-14.0,0,399.0
2019-10-14,Republic Airline,DCA,IND,-9.0,-17.0,0,500.0
2023-05-12,Delta Air Lines Inc.,BOS,JAX,-4.0,-14.0,0,1010.0
2019-08-20,PSA Airlines Inc.,TRI,CLT,146.0,131.0,0,119.0
2023-08-21,Southwest Airlines Co.,SAN,MDW,3.0,4.0,0,1728.0
2019-09-16,Alaska Airlines Inc.,LAX,LAS,-8.0,-8.0,0,236.0
2020-02-27,Mesa Airlines Inc.,PHX,IAH,-8.0,-18.0,0,1009.0
2022-01-12,United Air Lines Inc.,IAH,EWR,-5.0,-3.0,0,1400.0
2022-01-30,Frontier Airlines Inc.,RSW,OMA,23.0,21.0,0,1299.0
2020-09-04,Delta Air Lines Inc.,MIA,ATL,-6.0,-8.0,0,594.0
2021-07-11,Delta Air Lines Inc.,MSP,ATL,-2.0,9.0,0,907.0
2021-05-04,Frontier Airlines Inc.,ISP,RSW,-10.0,-23.0,0,1101.0
2023-04-11,Hawaiian Airlines Inc.,OGG,HNL,-6.0,-1.0,0,100.0
2019-09-11,Frontier Airlines Inc.,PVD,MCO,-4.0,-34.0,0,1072.0
2019-03-25,Frontier Airlines Inc.,DEN,SLC,58.0,50.0,0,391.0
2022-05-05,Mesa Airlines Inc.,CRP,IAH,-10.0,-17.0,0,201.0
2019-03-28,Southwest Airlines Co.,HOU,MDW,47.0,28.0,0,937.0
2022-11-18,Republic Airline,MKE,EWR,84.0,113.0,0,725.0
2023-08-19,Endeavor Air Inc.,BHM,LGA,-4.0,-11.0,0,866.0
2022-02-04,Envoy Air,DFW,BHM,79.0,147.0,0,597.0
2022-07-03,Delta Air Lines Inc.,ATL,DSM,20.0,4.0,0,743.0
2019-11-19,SkyWest Airlines Inc.,SPI,ORD,-6.0,-12.0,0,174.0
2021-10-19,Envoy Air,MIA,IAH,-2.0,1.0,0,964.0
2020-08-16,American Airlines Inc.,CLT,LAS,65.0,48.0,0,1916.0
2023-01-02,PSA Airlines Inc.,DCA,ORF,-7.0,-7.0,0,142.0
2021-07-11,Envoy Air,ATW,ORD,-10.0,-12.0,0,161.0
2023-06-29,Southwest Airlines Co.,DAL,PHX,6.0,-4.0,0,879.0
2020-01-10,Southwest Airlines Co.,DEN,SAN,2.0,-20.0,0,853.0
2022-10-11,SkyWest Airlines Inc.,DEN,ONT,0.0,-2.0,0,819.0
2023-01-10,Republic Airline,DCA,CLE,-8.0,-25.0,0,310.0
2023-06-16,Southwest Airlines Co.,PDX,BUR,-2.0,-23.0,0,817.0
2021-04-21,PSA Airlines Inc.,BTR,CLT,-11.0,-14.0,0,675.0
2019-09-04,Southwest Airlines Co.,OAK,BUR,-3.0,1.0,0,325.0
2021-10-03,SkyWest Airlines Inc.,SAN,BOI,-1.0,5.0,0,749.0
2020-08-13,Southwest Airlines Co.,MEM,DAL,52.0,69.0,0,423.0
2022-07-25,Envoy Air,STL,AUS,-8.0,-17.0,0,721.0
2020-09-03,Republic Airline,EWR,CLE,-6.0,-18.0,0,404.0
2022-02-02,Southwest Airlines Co.,DAL,STL,0.0,0.0,1,546.0
2019-07-23,Endeavor Air Inc.,BTR,ATL,-5.0,-16.0,0,448.0
2022-09-06,American Airlines Inc.,MFE,DFW,27.0,40.0,0,469.0
2022-03-05,Southwest Airlines Co.,LAS,OAK,22.0,10.0,0,407.0
2019-05-06,United Air Lines Inc.,SNA,SFO,158.0,167.0,0,372.0
2022-11-25,Southwest Airlines Co.,LAS,ONT,75.0,63.0,0,197.0
2023-07-01,Southwest Airlines Co.,DAL,LAX,55.0,46.0,0,1246.0
2023-03-23,Delta Air Lines Inc.,DTW,EWR,33.0,34.0,0,488.0
2022-12-09,Southwest Airlines Co.,OAK,OGG,29.0,-3.0,0,2349.0
2021-02-10,American Airlines Inc.,SRQ,CLT,-9.0,-26.0,0,547.0
2021-07-19,Allegiant Air,TYS,FLL,110.0,125.0,0,708.0
2021-10-31,SkyWest Airlines Inc.,DTW,ESC,-6.0,-16.0,0,306.0
2019-08-05,Mesa Airlines Inc.,IAD,CHS,-13.0,-19.0,0,441.0
2021-07-06,PSA Airlines Inc.,DCA,MYR,-11.0,-23.0,0,372.0
2020-08-05,Republic Airline,SDF,IAD,-10.0,-18.0,0,451.0
2021-07-11,American Airlines Inc.,IAH,MIA,332.0,350.0,0,964.0
2019-07-18,Southwest Airlines Co.,BWI,IND,-5.0,-14.0,0,516.0
2021-10-03,JetBlue Airways,SFO,JFK,-10.0,-9.0,0,2586.0
2022-07-17,SkyWest Airlines Inc.,LAX,ABQ,-2.0,3.0,0,677.0
2021-12-02,Allegiant Air,LAS,VPS,-8.0,-7.0,0,1695.0
2019-12-22,Mesa Airlines Inc.,PSP,IAH,9.0,4.0,0,1269.0
2022-01-28,Hawaiian Airlines Inc.,OGG,ITO,-9.0,-16.0,0,121.0
2022-04-05,SkyWest Airlines Inc.,COS,IAH,-2.0,-21.0,0,809.0
2022-11-22,United Air Lines Inc.,ORD,MCI,-4.0,-9.0,0,403.0
2022-11-25,United Air Lines Inc.,OMA,ORD,-3.0,3.0,0,416.0
2020-08-18,Southwest Airlines Co.,PHX,SAT,-7.0,-11.0,0,843.0
2021-04-29,Southwest Airlines Co.,MDW,HOU,4.0,0.0,0,937.0
2021-03-17,Southwest Airlines Co.,PIT,TPA,-2.0,-10.0,0,873.0
2019-09-26,United Air Lines Inc.,DEN,OKC,-3.0,-3.0,0,495.0
2021-06-21,Spirit Air Lines,IAH,ATL,-5.0,-13.0,0,689.0
2022-04-16,PSA Airlines Inc.,DCA,PVD,-3.0,-20.0,0,356.0
2021-08-27,American Airlines Inc.,PHX,MCO,14.0,12.0,0,1849.0
2022-09-21,United Air Lines Inc.,SFO,IAD,-6.0,-29.0,0,2419.0
2023-07-23,Delta Air Lines Inc.,EWR,DTW,-7.0,-14.0,0,488.0
2019-07-06,SkyWest Airlines Inc.,COS,SLC,-11.0,-17.0,0,411.0
2020-09-29,Southwest Airlines Co.,LAX,DAL,-2.0,-9.0,0,1246.0
2019-07-08,American Airlines Inc.,MCO,CLT,94.0,101.0,0,468.0
2021-04-02,SkyWest Airlines Inc.,LAX,PRC,-4.0,-12.0,0,346.0
2019-03-30,United Air Lines Inc.,SFO,IAD,3.0,7.0,0,2419.0
2020-12-22,SkyWest Airlines Inc.,DTW,APN,144.0,138.0,0,198.0
2019-05-18,SkyWest Airlines Inc.,ATL,ROA,-5.0,-22.0,0,357.0
2019-01-28,Southwest Airlines Co.,OAK,SAT,-5.0,-26.0,0,1476.0
2020-06-28,Mesa Airlines Inc.,DFW,VPS,-5.0,-17.0,0,641.0
2019-10-30,Southwest Airlines Co.,SLC,PHX,-3.0,-2.0,0,507.0
2021-11-21,Delta Air Lines Inc.,SEA,SAN,-3.0,-13.0,0,1050.0
2022-09-08,Allegiant Air,USA,FLL,5.0,0.0,0,643.0
2019-08-21,American Airlines Inc.,SAV,DFW,104.0,85.0,0,925.0
2021-03-13,Republic Airline,ORD,CLE,0.0,-9.0,0,315.0
2020-10-09,Delta Air Lines Inc.,SLC,LAX,3.0,-10.0,0,590.0
2022-06-10,United Air Lines Inc.,ORD,OMA,11.0,4.0,0,416.0
2021-03-07,United Air Lines Inc.,PDX,SFO,-9.0,-12.0,0,550.0
2022-03-20,Delta Air Lines Inc.,DFW,MSP,-4.0,-6.0,0,852.0
2019-08-12,United Air Lines Inc.,BOS,IAH,-2.0,-17.0,0,1597.0
2019-07-01,United Air Lines Inc.,DEN,SFO,-7.0,-12.0,0,967.0
2022-01-28,PSA Airlines Inc.,CLT,CHS,-7.0,0.0,0,168.0
2022-03-13,Southwest Airlines Co.,DEN,HDN,39.0,32.0,0,141.0
2023-08-29,SkyWest Airlines Inc.,OKC,PHX,-7.0,-23.0,0,833.0
2020-12-20,Republic Airline,STL,PHL,-9.0,-9.0,0,814.0
2022-03-20,JetBlue Airways,SAT,JFK,155.0,147.0,0,1587.0
2022-03-12,Delta Air Lines Inc.,DFW,JFK,13.0,17.0,0,1391.0
2019-09-15,Republic Airline,DCA,ORD,-8.0,-32.0,0,612.0
2019-07-03,Spirit Air Lines,LAS,SEA,-6.0,-8.0,0,867.0
2021-09-27,Spirit Air Lines,ATL,FLL,-5.0,-21.0,0,581.0
2019-08-09,Republic Airline,PHL,BGR,-6.0,-4.0,0,473.0
2021-03-26,JetBlue Airways,DEN,BOS,-1.0,-18.0,0,1754.0
2023-06-01,SkyWest Airlines Inc.,SLN,ORD,-10.0,0.0,0,559.0
2021-08-12,Allegiant Air,PVD,CVG,-7.0,-12.0,0,722.0
2020-12-23,Spirit Air Lines,MSY,LAS,-3.0,4.0,0,1500.0
2019-06-06,Southwest Airlines Co.,JAX,BNA,2.0,-7.0,0,483.0
2023-08-05,American Airlines Inc.,RIC,CLT,-3.0,-15.0,0,257.0
2022-11-11,Spirit Air Lines,MCO,BNA,112.0,96.0,0,616.0
2020-08-03,Southwest Airlines Co.,OAK,SEA,-1.0,-8.0,0,672.0
2023-08-18,Spirit Air Lines,LAX,SDF,-3.0,-4.0,0,1843.0
2023-02-06,Delta Air Lines Inc.,SLC,SFO,1.0,-11.0,0,599.0
2021-07-12,Frontier Airlines Inc.,LAS,PHX,45.0,39.0,0,255.0
2019-08-10,Alaska Airlines Inc.,HNL,LAX,-8.0,-14.0,0,2556.0
2020-06-04,Alaska Airlines Inc.,SEA,ANC,-3.0,-19.0,0,1448.0
2023-03-03,Southwest Airlines Co.,AUS,BNA,-1.0,-22.0,0,756.0
2021-11-14,Southwest Airlines Co.,SFO,LAS,1.0,-9.0,0,414.0
2022-10-19,Delta Air Lines Inc.,DTW,MKE,-3.0,-7.0,0,237.0
2020-11-20,SkyWest Airlines Inc.,SLC,SGU,-1.0,-4.0,0,272.0
2021-11-02,Delta Air Lines Inc.,ATL,BWI,-7.0,-13.0,0,577.0
2021-09-08,Envoy Air,BPT,DFW,-10.0,-13.0,0,270.0
2019-11-11,Envoy Air,ORD,IAH,0.0,0.0,1,925.0
2019-07-02,United Air Lines Inc.,IAH,SFO,2.0,-9.0,0,1635.0
2022-12-25,Allegiant Air,TOL,PGD,2.0,-5.0,0,1016.0
2022-11-22,Delta Air Lines Inc.,EWR,DTW,-2.0,-17.0,0,488.0
2022-10-23,American Airlines Inc.,PHL,BOS,-5.0,-19.0,0,280.0
2022-07-05,Southwest Airlines Co.,BNA,DTW,-3.0,-2.0,0,456.0
2021-11-29,Frontier Airlines Inc.,CLE,MCO,58.0,35.0,0,895.0
2022-09-25,Delta Air Lines Inc.,ATL,EYW,-1.0,-3.0,0,646.0
2019-04-30,ExpressJet Airlines LLC d/b/a aha!,IAH,MFE,-6.0,12.0,0,316.0
2021-11-01,Southwest Airlines Co.,ORD,BWI,0.0,0.0,1,621.0
2019-11-09,American Airlines Inc.,DFW,FLL,-3.0,-11.0,0,1119.0
2022-10-06,Southwest Airlines Co.,BUR,SFO,56.0,51.0,0,326.0
2021-09-21,SkyWest Airlines Inc.,SLC,TUL,-4.0,-17.0,0,926.0
2020-06-09,American Airlines Inc.,ORD,BDL,17.0,3.0,0,783.0
2019-11-14,American Airlines Inc.,ILM,CLT,5.0,3.0,0,185.0
2021-11-03,Endeavor Air Inc.,MDW,MSP,-13.0,-37.0,0,349.0
2019-11-27,Republic Airline,LGA,IND,-7.0,9.0,0,660.0
2022-08-22,JetBlue Airways,BOS,LGA,-2.0,-15.0,0,184.0
2020-12-26,Southwest Airlines Co.,PIT,MCO,51.0,43.0,0,834.0
2023-01-23,SkyWest Airlines Inc.,SMF,BOI,-4.0,-2.0,0,437.0
2021-05-27,United Air Lines Inc.,ORD,PIT,-3.0,-14.0,0,413.0
2022-06-04,Delta Air Lines Inc.,ATL,SRQ,0.0,0.0,1,444.0
2023-04-27,American Airlines Inc.,IAH,ORD,-3.0,-9.0,0,925.0
2019-04-10,Allegiant Air,FLL,AVL,-2.0,-3.0,0,660.0
2022-07-10,Southwest Airlines Co.,MIA,MDW,-4.0,-11.0,0,1182.0
2022-06-15,Southwest Airlines Co.,SMF,LGB,-5.0,-3.0,0,387.0
2020-01-07,SkyWest Airlines Inc.,PAE,SFO,-6.0,-9.0,0,710.0
2023-02-01,American Airlines Inc.,DFW,BOS,0.0,0.0,1,1562.0
2021-11-19,Delta Air Lines Inc.,CVG,BOS,-2.0,-12.0,0,752.0
2020-01-10,SkyWest Airlines Inc.,DVL,DEN,-18.0,-38.0,0,638.0
2020-09-13,Delta Air Lines Inc.,ATL,MCI,3.0,-1.0,0,692.0
2023-06-28,Republic Airline,JFK,DCA,9.0,4.0,0,213.0
2019-01-25,SkyWest Airlines Inc.,LBL,PUB,-1.0,10.0,0,212.0
2022-11-01,Southwest Airlines Co.,MCO,ISP,0.0,-7.0,0,971.0
2021-04-01,American Airlines Inc.,FLL,CLT,55.0,41.0,0,632.0
2022-04-08,American Airlines Inc.,MEM,DFW,9.0,-1.0,0,431.0
2019-10-23,Republic Airline,BOS,MCI,-1.0,2.0,0,1256.0
2021-06-20,American Airlines Inc.,CLT,PHX,-1.0,-24.0,0,1773.0
2020-11-04,Southwest Airlines Co.,HOU,MDW,-2.0,-12.0,0,937.0
2022-09-21,Delta Air Lines Inc.,GRR,DTW,-12.0,-26.0,0,120.0
2022-05-04,SkyWest Airlines Inc.,IAH,BHM,8.0,-9.0,0,562.0
2019-10-23,Republic Airline,DCA,MSY,-3.0,2.0,0,969.0
2019-01-30,SkyWest Airlines Inc.,DFW,IAH,57.0,46.0,0,224.0
2023-01-09,Southwest Airlines Co.,PHX,PDX,5.0,-2.0,0,1009.0
2021-01-02,Southwest Airlines Co.,BHM,DAL,1.0,-6.0,0,587.0
2020-12-11,Endeavor Air Inc.,MSP,MOT,-6.0,-21.0,0,449.0
